Name


Amberton University
Arlington Baptist College
Austin Graduate School of Theology
Bakke Graduate University
Bay Ridge Christian College
Christ For The Nations Institute
College of Saint Thomas More
Concordia University Texas
Criswell College
Dallas Christian College
Dallas International University
Hallmark University
East Texas Baptist University
Hardin-Simmons University
Howard Payne University
Huston–Tillotson University
Interactive College of Technology
Jarvis Christian University
LeTourneau University
Lubbock Christian University
North American University
Our Lady of the Lake University
"St. Mary's University, Texas"
Southwestern Adventist University
Southwestern Assemblies of God University
Southwestern Christian College
Texas College
Texas Wesleyan University
Trinity University
University of Mary Hardin-Baylor
University of St. Thomas
Wayland Baptist University
Western Governors University
Wiley College
Austin College
Concordia University Texas
Houston Christian University
McMurry University
Paul Quinn College
Schreiner University
Southwestern University
Texas Lutheran University
University of Dallas

Park University





Texas State Technical College-Fort Bend County
Texas State Technical College-Harlingen
Texas State Technical College-Marshall
Texas State Technical College-North Texas
Texas State Technical College-Waco
Texas State Technical College-West Texas
Lamar Institute of Technology

Lamar State College-Orange
Lamar State College-Port Arthur
Alamo Community College District
Alvin Community College
Amarillo College
Angelina College
Austin Community College District
Blinn College
Brazosport College
Central Texas College
Cisco College
Clarendon College
Coastal Bend College
College of the Mainland
Collin College
Dallas College
Del Mar College
El Paso Community College
Frank Phillips College
Galveston College
Grayson College
Hill College
Houston Community College
Kilgore College
Laredo College
Lee College
Lone Star College System
McLennan Community College
Midland College
Navarro College
North Central Texas College
Northeast Texas Community College
Odessa College
Panola College
Paris Junior College
Ranger College
San Jacinto College
South Plains College
South Texas College
Southwest Texas Junior College
Tarrant County College District
Temple College
Texarkana College
Texas Southmost College
Trinity Valley Community College
Tyler Junior College
Vernon College
Victoria College
Weatherford College
Wharton County Junior College
Howard College



















Jacksonville College
Lon Morris College
American Commercial College
Center for Advanced Legal Studies
Central Western University
Lincoln College of Technology
MIAT College of Technology
Virginia College
Wade College
Westwood College
Huston–Tillotson University
Jarvis Christian University
Paul Quinn College
Prairie View A&M University
Southwestern Christian College
St. Philip's College
Texas College
Texas Southern University
Wiley College


University of Houston Law Center
University of Texas School of Law
Texas A&M University School of Law
Texas Tech University School of Law
Thurgood Marshall School of Law
University of North Texas at Dallas College of Law
Baylor Law School
Dedman School of Law
St. Mary's University School of Law
South Texas College of Law
Baylor College of Dentistry
Texas A&M University College of Dentistry
College of Health Care Professions
Covenant School of Nursing
Parker College
Queen Le University of Nursing
Texas A&M University System Health Science Center
Texas Chiropractic College
Texas Tech University Health Sciences Center
University of the Incarnate Word School of Osteopathic Medicine
University of Houston College of Medicine
University of Houston College of Pharmacy
University of North Texas Health Science Center
University of Texas at Austin Dell Medical School
University of Texas Health Science Center at San Antonio
University of Texas Health Science Center at Houston
University of Texas Medical Branch at Galveston
University of Texas Rio Grande Valley School of Medicine
University of Texas Southwestern Medical Center at Dallas
Sam Houston State University College of Osteopathic Medicine













Austin Graduate School of Theology
Austin Presbyterian Theological Seminary
B. H. Carroll Theological Institute
Baptist Missionary Association Theological Seminary
Baylor University
Brite Divinity School
Criswell College
Dallas Theological Seminary
George W. Truett Theological Seminary
Houston Graduate School of Theology
